36;72;0;0;0;19
37;38;2;3;3;4
37;39;7;8;8;9
37;42;0;5;0;6
37;49;0;31;0;0
37;52;0;32;0;0
38;39;5;6;6;7
39;45;0;0;16;0
39;48;0;0;0;34
39;73;0;0;0;27
40;41;5;0;6;0
40;45;4;0;5;0
40;72;13;0;13;0
40;75;15;0;0;0
41;44;9;0;0;0
41;73;16;0;14;0
43;61;0;18;0;0
45;72;0;0;14;0
46;47;8;9;9;0
46;51;15;0;14;0
46;59;0;29;0;0
47;48;5;6;6;0
47;49;2;3;0;0
47;51;14;0;13;0
48;49;4;5;5;6
48;50;5;0;6;7
48;52;0;9;0;10
49;52;0;9;0;0
49;53;0;12;0;13
50;51;12;13;12;0
52;53;0;7;0;8
54;55;8;0;9;0
54;63;16;0;14;0
54;71;0;11;0;12
54;73;7;8;8;9
55;57;14;0;0;0
55;58;13;0;0;0
55;64;9;0;10;0
56;57;3;4;4;0
56;62;8;9;9;0
56;63;15;0;14;0
56;68;0;0;0;22
57;58;8;0;9;0
57;59;0;20;0;0
57;62;10;0;11;0
58;59;16;0;14;0
58;60;13;0;0;0
58;61;11;0;0;0
58;64;10;0;0;0
59;60;6;0;7;8
59;61;18;18;0;0
59;62;0;24;0;0
60;61;12;0;12;0
61;64;3;0;0;0
62;63;11;12;12;0
63;66;0;14;0;0
63;67;0;11;0;12
63;70;4;0;0;0
65;66;2;0;3;0
65;67;0;0;3;4
65;68;2;0;3;4
65;74;3;0;4;0
66;67;0;5;0;6
66;69;5;0;6;0
66;74;3;0;4;5
66;76;8;9;9;10
67;68;2;0;3;4
67;70;0;0;7;8
67;71;0;11;8;9
68;70;5;0;6;7
68;71;5;0;6;7
68;74;4;0;5;0
69;71;4;0;5;0
69;73;6;0;7;8
69;74;3;0;4;0
69;75;4;0;5;6
69;76;7;0;0;9
70;71;6;0;7;8
70;73;0;0;0;15
71;73;0;10;0;9
71;74;4;0;5;6
72;75;4;0;5;0
72;76;4;0;5;6
73;75;5;0;6;7
75;76;4;0;5;0
